pair_id,loanword_example,native_example,loanword_wer,native_wer,wer_difference,loanword_transcript,native_transcript
es_075,from stable to table,del establo a la mesa,0.9230769230769231,0.9423076923076923,-0.019230769230769162,Quiero hacer una advertencia a los que practican la táctica del menor que el 1 mayor que Salami menor que por litro 1 mayor que contra Estrasburgo. Y Luxemburgo.,Quiero hacer una advertencia a los que practican la táctica del menor que N1 mayor que Salami menor que N1 mayor que contra Estrasburgo. Y Luxemburgo.
es_076,short sea port,puerto del mar,1.0,1.0,0.0,"La ambigüedad en lo que concierne a los límites del papel de la comisión resulta particularmente. Evidente en el ámbito de la seguridad y debería ser, de una vez por todas, claramente despejada, pues ","La ambigüedad en lo que concierne a los límites del papel de la comisión resulta particularmente. Evidente en el ámbito de la seguridad y debería ser, de una vez por todas, claramente despejada, pues "
es_077,one stop shop,de ventanilla única,1.0,1.0,0.0,"Señor Presidente, la resolución propuesta por la señora, la alumier se propone dar cobertura parlamentaria a la proclamación de la Unión Europea. Junto a la OTAN, como menor que él e uno mayor que gen","Señor presidente, la resolución propuesta por la señora, la alumier se propone dar cobertura parlamentaria a la proclamación de la Unión Europea. Junto a la OTAN, como menor que N1 mayor que agente de"
es_078,dosier,expediente,0.9555555555555556,0.9555555555555556,0.0,"Me satisfase comprobar el impacto producido por los conceptos menor que L2 mayor, que platform menor, que por litro 2 mayor, que y menor que L1 mayor, que Action menor, que por litro 1 mayor, que de P","Me satisfase comprobar el impacto producido por los conceptos menor que N2 mayor que platforma menor que, N2 mayor que y menor que N1 mayor que acción menor que, N1 mayor que, de pequín."
es_079,on the job training,capacitación en el trabajo,1.0,1.0,0.0,Considero especialmente importante que se aprovecha en la reconstrucción el menor que el 1 mayor que no ha o menor que por litro 1 mayor que de. Las organizaciones europeas y de las organizaciones de ,"Considero especialmente importante que se aprovecha en la reconstrucción, el menor que N1 mayor que conocimiento menor que N1 mayor que. De las organizaciones europeas y de las organizaciones de los e"
es_080,míster,señor,0.9111111111111111,0.9333333333333333,-0.022222222222222254,"Sin embargo, no cabe duda de qué. Desde el punto de vista institucional. El menor que el 1 mayor que ampas menor que por litro 1 mayor que en el que estamos es muy grave.","Sin embargo, no cabe duda de que. Desde el punto de vista institucional, el menor que N1 mayor que punto muerto menor que, N1 mayor que en el que estamos es muy grave."
es_081,crash programme,plan de choque,0.90625,0.9090909090909091,-0.0028409090909090606,"En la cumbre se trató de menor que L1 mayor que Think Tank menor que por litro 1 mayor que, de contactos con la SONG, de nuevas redes.","En la cumbre se trató de menor que N1 mayor que laboratorios de ideas menor que, N1 mayor que, de contactos con la ZNG, de nuevas redes."
es_082,set top box,receptor de señal de televisión,1.0,1.0,0.0,"El señor Patan la ha calificado de embarazosa para la UE, y la comisión y la ha llamado la peor forma. De gestión de ayuda al desarrollo. El señor Nilsson se ha conformado con llamarla a menor que él ",El señor Patan la ha calificado de embarazosa para la UE y la comisión y la ha llamado la peor forma. De gestión de ayuda al desarrollo. El señor Nilsson se ha conformado con llamarla a menor que N1 m
es_083,cliché,estereotipo,0.9183673469387755,0.8979591836734694,0.020408163265306145,"La complejidad que existe en Europa en el reconocimiento de las calificaciones da lugar a documentos como éste, que, a pesar del esfuerzo del parlamento y de la propia comisión, es un auténtico menor ","La complejidad que existe en Europa en el reconocimiento de las calificaciones da lugar a documentos como éste, que, a pesar del esfuerzo del parlamento y de la propia comisión, es un auténtico menor "
es_084,gay,homosexuales,1.0,1.0,0.0,"La reglamentación que hoy debatimos es una consecuencia directa de las recomendaciones de la. Investigación parlamentaria sobre la heve de Aquel entonces, en la que se fijaba la gestión integral de la","La reglamentación que hoy debatimos es una consecuencia directa de las recomendaciones de la. Investigación parlamentaria sobre la heve de Aquel entonces, en la que se fijaba la gestión integral de la"
es_085,painful and hard work,trabajo duro,1.0,1.0,0.0,"Estoy pensando, por ejemplo, en los monopolios del transporte por carretera. Con todas las consecuencias que ello conlleva para los precios con los que el cabotaje debe. Conectar el menor que el 1 may","Estoy pensando, por ejemplo, en los monopolios del transporte por carretera. Con todas las consecuencias que ello conlleva para los precios con los que el cabotaje debe. Conectar el menor que N1 mayor"
es_086,doping,dopaje,1.0,1.0,0.0,De ahí que el parlamento indique en su informe la necesidad de un planteamiento menor que el 1 mayor que 1 stop. Shop menor que por litro 1 mayor que al ofrecer servicios de transporte logístico a los,De ahí que el parlamento indique en su informe la necesidad de un planteamiento menor que N1 mayor que de ventanilla. Única menor que N1 mayor que al ofrecer servicios de transporte logístico a los us
es_087,chef de mission,líder de la delegación,0.9824561403508771,0.9310344827586207,0.051421657592256476,"Concluimos. En primer lugar, es necesario simplificar el reglamento con el fin de permitir la aceleración del proceso en Arasa. Una mayor transparencia, poniendo en ello los medios necesarios para la ","Concluimos, en primer lugar, es necesario simplificar el reglamento con el fin de permitir la aceleración del proceso en arasa. Una mayor transparencia, poniendo en ello los medios necesarios para la "
es_088,adagio,lema,1.0,1.0,0.0,"Esto solo podría llevarse a cabo, por ejemplo, como reciclaje o menor que el 1 mayor que on the job training menor que por litro 1 mayor que","Esto solo podría llevarse a cabo. Por ejemplo, como reciclaje o menor que N1 mayor que capacitación en el trabajo menor que N1 mayor que."
es_089,buró,órgano de dirección,1.0,1.0,0.0,Esto nos lleva a una política exterior de la Unión Europea con otras pautas y nos lleva a la. Integración con el comisario para las relaciones exteriores. Menor que él e uno mayor que Mr. Menor que po,Esto nos lleva a una política exterior de la Unión Europea con otras pautas y nos lleva a la. Integración con el comisario para las relaciones exteriores. Menor que N1 mayor que señor menor que N1 may
es_090,carné,acreditación,0.9620253164556962,0.9493670886075949,0.012658227848101333,"Celebro la conferencia del Comisario Nilsson del 28 de septiembre de 2000, y espero que ella nos. Lleve a un menor que él e uno mayor que crash program menor que por litro, uno mayor que para afrontar","Celebro la conferencia del Comisario Nilson del 28 de septiembre de 2000, y espero que ella nos. Lleve a un menor que N1 mayor que plan de choque menor que, N1 mayor que para afrontar estos problemas "
es_091,puzzle,rompecabezas,0.9420289855072463,0.927536231884058,0.01449275362318836,"Y tampoco es casualidad que el mismo Blair haya propuesto la difusión gratuita del menor que el 1 mayor que set top. Box menor que por litro 1 mayor que, prefigurándose una doble ventaja. Por un lado,","Y tampoco es casualidad que el mismo Blair haya propuesto la difusión gratuita del menor que N1 mayor que receptor D. Señal de televisión menor que N1 mayor que, prefigurándose una doble ventaja, por "
es_092,cóctel,bomba,1.0,1.0,0.0,No la comparto porque la comunicación vuelve a presentar el viejo menor que el 1 mayor que cliché menor que por litro 1 mayor que europeo en lo que. A la televisión y al cine se refiere. Intervención ,No la comparto porque la comunicación vuelve a presentar el viejo menor que N1 mayor que estereotipo menor que N1 mayor que europeo N. Lo que a la televisión y al cine se refiere. Intervención pública
es_093,benchmarking,análisis comparativo,1.0,1.0,0.0,ha habido mucha información erronea al respecto. Su citada en parte por los conservadores del Reino Unido. En la prensa sensacionalista han aparecido titulares sobre complots vergonsosos de la Uge par,ha habido mucha información erronea al respecto. Su citada en parte por los conservadores del Reino Unido. En la prensa sensacionalista han aparecido titulares sobre complots vergonsosos de la Uge par
es_094,ballotage,segunda vuelta,0.9014084507042254,0.8904109589041096,0.010997491800115777,"Solo quiero aclarar que en la parte de Alemania de la que yo vengo esta palabra no significa otra. Cosa en inglés que menor que el 1 mayor que painful and hard work, menor que por litro 1 mayor que.",Solo quiero aclarar que en la parte de Alemania de la que yo vengo esta palabra no significa otra. Cosa en inglés que menor que N1 mayor que trabajo duro menor que N1 mayor que
es_095,flag of convenience,bandera de conveniencia,1.0,1.0,0.0,Es indudable que el menor que el 1 mayor que doping menor que por litro 1 mayor que está cambiando el deporte y que el deporte cambiará por él. Menor que el 2 mayor que doping menor que por litro 2 ma,"Es indudable que el menor que N1 mayor quedó paje menor que, N1 mayor que está cambiando el deporte y que el deporte cambiará por él. Menor que N2 mayor quedó paje menor que, N2 mayor que. Lo que nos "
es_096,public private partnership,de colaboración público privada,1.0,1.0,0.0,"No en vano. Los juegos olímpicos de Atlanta fueron calificados de guerra olímpica por el menor que el 1 mayor que chef de. Mission menor que por litro 1 mayor que Nirlandés, André Bolwiss. Seguramente","No en vano. Los juegos olímpicos de Atlanta fueron calificados de guerra olímpica por el menor que N1 mayor que líder de la. Delegación menor que, N1 mayor que Nirlandés André Bolwiss. Seguramente los"
es_097,hip,molonas,0.9117647058823529,0.9117647058823529,0.0,"En la primera juventud, en la escuela, se repite el menor que él e uno mayor que adagio menor que por litro, uno mayor que de aprender para la vida.","En la primera juventud, en la escuela, se repite el menor que N1 mayor que Lema menor que N1 mayor que de aprender para la vida."
es_098,score board,tablero de resultados,0.9285714285714286,0.9122807017543859,0.01629072681704269,"Necesitamos la formación permanente y la educación en cultura general para estar en condiciones de. O poner resistencia al intento de crear un estado europeo totalitario, cuyo menor que él e uno mayor","Necesitamos la formación permanente y la educación en cultura general para estar en condiciones de O poner resistencia al intento de crear un estado europeo totalitario, cuyo menor que N1 mayor que ór"
es_099,performance reserve,reserva de eficacia,1.0,1.0,0.0,"Señor Presidente, he votado a favor de este importante documento, cuya importancia, valga la redundancia, ha sido destacada por todos los oradores, y en particular por la señora, echaré quien ha dicho","Señor Presidente, he votado a favor de este importante documento, cuya importancia, valga la redundancia, ha sido destacada por todos los oradores, y en particular por la señora, echaré quien ha dicho"
es_100,learning by doing,aprender haciendo,1.0,1.0,0.0,"y ese menor que él e uno mayor que pose el menor que por litro, uno mayor que requiere la revisión del convenio de Dublin. La decisión que hoy mismo, hemos adoptado de proponer una directiva sobre nor","Y ese menor que N1 mayor que rompecabezas menor que, N1 mayor que requiere la revisión del convenio de Dublin. La decisión que hoy mismo, hemos adoptado de proponer una directiva sobre normas mínimas "
es_101,road pricing,tarificación de rutas,0.9565217391304348,0.9787234042553191,-0.022201665124884307,"En un incendio intencionado, producido en un albergue de transeuntes de Wupertall, resultaron levemente heridos tres niños. Se había arrojado a la casa un menor que él e uno mayor que cocte el menor q","En un incendio intencionado, producido en un albergue de transeuntes de Wupertall, resultaron levemente heridos tres niños. Se había arrojado a la casa una menor que N1 mayor que bomba menor que N1 ma"
es_102,single payment area,zona única de pagos,1.0,1.0,0.0,"quisiera reconocer y destacar que en este ámbito una ayuda especial debería favorecer a las mujeres. Como empresarias y quisiera subrayar también que nosotros. Como parlamento, deberíamos instar a la ","quisiera reconocer y destacar que en este ámbito una ayuda especial debería favorecer a las mujeres. Como empresarias y quisiera subrayar también que nosotros. Como Parlamento, deberíamos instar a la "
es_103,round table,mesa redonda,1.0,1.0,0.0,"Aprovecho esta ocasión para dirigir al Comisario Vergeujen una invitación para que haga de. Intermediario ante la Comisión y el propio Consejo de Europa, al objeto de que la Unión reexamine su posició","Aprovecho esta ocasión para dirigir al Comisario Vergeujen una invitación para que haga de Intermediario ante la Comisión y el propio Consejo de Europa, al objeto de que la Unión reexamine su posición"
es_104,smoking gun,prueba irrefutable,1.0,1.0,0.0,"Así mismo, existen diferencias en materia tecnológica entre el este y el oeste. Frente a sus cuatro conexiones a menor que el 1 mayor que Internet menor que por litro, 1 mayor que por cada 1000 habita","Así mismo, existen diferencias en materia tecnológica entre el este y el oeste. Frente a sus cuatro conexiones a menor que N1 mayor que Internet menor que N1 mayor que por cada 1000 habitantes. Nosotr"
es_105,end of live vehiculs,vehículos al final de su vida útil,1.0,1.0,0.0,Es muy importante que no se trate de una menor que L1 mayor que Flag of Convenience menor que por litro 1 mayor que. Sino que se apliquen aquí realmente todas las medidas que prescribe el menor que L2,Es muy importante que no se trate de una menor que N1 mayor que bandera de conveniencia menor que N1 mayor que. Sino que se apliquen aquí realmente todas las medidas que prescriben el menor que N2 may
es_106,black boxes,cajas negras,1.0,1.0,0.0,"Por ello, las previsiones financieras no nos parecen suficientes, pues el hueco existente entre las necesidades diagnosticadas de infraestructuras y los instrumentos. De financiación existentes en la ","Por ello, las previsiones financieras no nos parecen suficientes, pues el hueco existente entre las necesidades diagnosticadas de infraestructuras y los instrumentos. Definanciación existente es en la"
es_107,light,bajos en nicotina,1.0,1.0,0.0,Recuerdo que mi colega Jopunstead luchó para que se aceptase el menor que l1 mayor que chip menor que por litro 1 mayor que protector.,"Recuerdo que mi colega Jopunstead luchó para que se aceptase el menor que N1 mayor que chip menor que, N1 mayor que protector."
es_108,madame,señora,0.9859154929577465,0.971830985915493,0.014084507042253502,Tenemos la responsabilidad de ofrecerles a nuestros jóvenes la posibilidad de construir una. Sociedad futura donde la violencia y las agresiones no se consideren menor que él e uno mayor que hip menor,Tenemos la responsabilidad de ofrecerles a nuestros jóvenes la posibilidad de construir una. Sociedad futura donde la violencia y las agresiones no se consideren menor que N1 mayor que molonas menor q
es_109,droit de suite,derecho de participación,1.0,1.0,0.0,"Así pues, creemos que, primero los índices comunes europeos, una labor que en este momento está en el camino de su consecución. Y también los objetivos nacionales. Es decir la necesidad de que cada pa","Así pues, creemos que, primero los índices comunes europeos, una labor que en este momento está en el camino de su consecución. Y también los objetivos nacionales. Es decir la necesidad de que cada pa"
es_110,fair play,juego limpio,1.0,1.0,0.0,"Si bien la fiebre a la vez del menor que el 1 mayor que clon menor que por litro 1 mayor que y de los OMG, parece haberse apoderado de la comisión. La señora, ponente llegó a un verdadero frenesí, aña","Si bien la fiebre a la vez del menor que N1 mayor que Clon menor que, N1 mayor que y de los OMG, parece haberse apoderado de la comisión. La señora, ponente llegó a un verdadero frenesí, añadiendo al "
es_111,dumping,competencia desleal,1.0,1.0,0.0,"No obstante, votaré a favor de la denominada menor que el 1 mayor que performance recibe menor que por litro 1 mayor que. Porque creo que es necesario que en esta fase se nos facilite alguna informaci","No obstante, votaré a favor de la denominada menor que N1 mayor que reserva de eficacia menor que N1 mayor que. Porque creo que es necesario que en esta fase se nos facilite alguna información más. Y "
es_112,maillot,camiseta,1.0,1.0,0.0,"En otras palabras, alrededor de la mesa de la casa europea común, algunos comerían a la carta y otros el menor que él e uno mayor que menú menor que por litro uno mayor que mínimo.","En otras palabras, alrededor de la mesa de la casa europea común, algunos comerían a la carta y otros el menor que N1 mayor que menú menor que N1 mayor que mínimo."
es_113,bonus,prima,1.0,1.0,0.0,"Para lanzar el sistema, la comisión formuló un núcleo duro de premisas. El sistema deberá basarse en un planteamiento menor que el 1 mayor que learning by doing menor que por litro 1 mayor que. Deberá","Para lanzar el sistema, la comisión formuló un núcleo duro de premisas. El sistema deberá basarse en un planteamiento menor que N1 mayor que aprender haciendo menor que N1 mayor que. Deberá iniciarse "
es_114,hackers,piratas informáticos,1.0,1.0,0.0,Desde que está claro que el CO2 es el principal responsable de los cambios climáticos y que él. Transporte sigue aumentando. Hay que realizar sobre todo propuestas concretas sobre cómo limitar el tráf,Desde que está claro que el CO2 es el principal responsable de los cambios climáticos y que él. Transporte sigue aumentando. Hay que realizar sobre todo propuestas concretas sobre cómo limitar el tráf
es_115,online,en línea,1.0,1.0,0.0,El objetivo debe ser una menor que L1 mayor que single parliamentaria menor que por litro 1 mayor que en la que los pagos transfronterizos tengan. Que cumplir los mismos requisitos y se les apliquen l,"El objetivo debe ser una menor que N1 mayor que zona única de pagos menor que, N1 mayor que en la que los pagos transfronterizos tengan. Que cumplir los mismos requisitos y se les apliquen los mismos "
es_116,bistec,filete,1.0,1.0,0.0,"Tomado literalmente, este artículo significaría que un partido socialista no podría discriminar a conservadores que quisieran presentarse como candidatos suyos o que una compañía de opera tendría que ","Tomado literalmente, este artículo significaría que un partido socialista no podría discriminar a conservadores que quisieran presentarse como candidatos suyos o que una compañía de opera tendría que "
es_117,tampón,caching,1.0,1.0,0.0,"Me parece esencial el grupo de reflexión a nivel europeo con representantes de la UNG. Los interlocutores sociales, el Consejo y el Parlamento Europeo, quienes deben participar anualmente en una menor","Me parece esencial el grupo de reflexión a nivel europeo con representantes de la Go-NG. Los interlocutores sociales, el Consejo y el Parlamento Europeo, quienes deben participar anualmente en una men"
es_118,striptease,desnudo,1.0,1.0,0.0,"Los documentos salidos a la luz son no menos que un menor que el 1 mayor que es Mocking On, menor que por litro 1 mayor que.",Los documentos salidos a la luz son no menos que una menor que N1 mayor que prueba irrefutable menor que N1 mayor que.
es_119,ranking,clasificación,1.0,1.0,0.0,"Permiten comprender el terrible balance de estos dos meses de menor que el 1 mayor que intifada menor que por litro 1 mayor que 270 muertos, la mayoría palestinos, y cerca de 10.000 heridos, a menudo ","Permiten comprender el terrible balance de estos dos meses de menor que N1 mayor que intifada menor que N1 mayor que 270 muertos, la mayoría palestinos y cerca de 10.000 heridos, a menudo baldados de "
es_120,ring,cuadrilátero,1.0,0.975609756097561,0.024390243902439046,"Señor acomisaría, disponemos de una directiva para el menor que el 1 mayor que en Doff Life Vehicles menor que por litro 1 mayor que.","Señor acomisaría, disponemos de una directiva para los menor que N1 mayor que vehículos al final de su vida útil menor que N1 mayor que."
es_121,chat room,canal de mensajería instantánea,1.0,1.0,0.0,"En cambio, señor ministro, lamentablemente, debo decirlo, usted dice. Podríamos. Y habla usted de pavillones baratos. De menor que él e uno mayor que black boxas, menor que por litro, uno mayor que y ","En cambio, señor ministro, lamentablemente, debo decirlo, usted dice, podríamos, y habla usted de pavillones baratos, de menor que N1 mayor que cajas negras menor que, N1 mayor que y de otras cosas."
es_122,call back,retrollamada,1.0,1.0,0.0,En el informe se citan marcas de cigarrillos que se venden como suaves. Menorque el 1 mayor que light menor que por litro 1 mayor que u otros términos similares.,En el informe se citan marcas de cigarrillos que se venden como suaves. Menorque N1 mayor que bajos en nicotina menor que N1 mayor que U otros términos similares.
es_123,naming and shaming,nombrar y avergonzar,1.0,1.0,0.0,"Es una buena base para la política comunitaria del próximo año, y hay que decir también realmente. Que la idea comunitaria ha sido determinante durante todo el año. Durante todos los preparativos, en ","Es una buena base para la política comunitaria del próximo año, y hay que decir también realmente. Que la idea comunitaria ha sido determinante durante todo el año. Durante todos los preparativos, en "
es_124,versus,contra,1.0,1.0,0.0,sin un menor que el 1 mayor que droid de sweet menor que por litro 1 mayor que internacional. La realidad es que el mercado europeo del arte acabará en los paraízos fiscales.,sin un menor que N1 mayor que derecho de participación menor que N1 mayor que internacional. La realidad es que el mercado europeo del arte acabará en los paraízos fiscales.
es_125,teenager,adolescentes,1.0,1.0,0.0,"Y, en tercer lugar, los servicios prestados por empresas no europeas a empresas europeas estarían también sujetos a imposición, lo que establece la igualdad de condiciones el menor que el 1 mayor que ","Y, en tercer lugar, los servicios prestados por empresas no europeas a empresas europeas estarían también sujetos a imposición, lo que establece la igualdad de condiciones, el menor que N1 mayor que j"
es_126,pub,bar,1.0,1.0,0.0,La conclusión de las investigaciones es que el menor que L1 mayor que Domping menor que por litro 1 mayor que y el perjuicio no son discutibles y que el efecto de las medidas menor que L2 mayor que An,La conclusión de las investigaciones es que la menor que N1 mayor que competencia desleal menor que N1 mayor que y el perjuicio no son. Discutible si que el efecto de las medidas menor que N2 mayor qu
es_127,aquaplaning,hidroplaneo,1.0,1.0,0.0,"Pero eso no necesariamente significa, estimados colegas, señor comisario, que se haya conseguido el menor que él e uno mayor que mayor menor que por litro, uno mayor que amarillón y que la victoria fi","Pero eso no necesariamente significa, estimados colegas, señor comisario, que se haya conseguido la menor que N1 mayor, que camiseta menor, que N1 mayor, que amarilla, ni que la victoria final esté a "
es_128,chófer,conductor,1.0,1.0,0.0,"Voy a puntualizar, en relación con el famoso menor que L1 mayor que bonus menor que por litro, 1 mayor que que ha levantado tantas críticas. Que cuando se justifica anualmente un 9% de menor que L2 ma","Voy a puntualizar, en relación con la famosa menor que N1 mayor que prima menor que, N1 mayor que que ha levantado tantas críticas. Que cuando se justifica anualmente un 9% de menor que N2 mayor que p"
es_129,chofer,conductor,0.9090909090909091,0.9090909090909091,0.0,Por eso hay que combatir a los que se ha dado en llamar menor que l1 mayor que hackers menor que por litro 1 mayor que. Sancionando la oferta que hacen al público de medios para neutralizar las medida,Por eso hay que combatir a los que se ha dado en llamar menor que N1 mayor que piratas informáticos menor que N1 mayor que. Sancionando la oferta que hacen al público de medios para neutralizar las me
es_130,fast track,de vía rápida,0.9444444444444444,0.9464285714285714,-0.001984126984126977,"y también que el acervo cultural que, por ejemplo, está almacenado en archivos de televisión. Se pueda abrir y que las bibliotecas puedan cumplir también en el mundo menor que él e uno mayor que onlin","y también que el acervo cultural que, por ejemplo, está almacenado en archivos de televisión. Se pueda abrir y que las bibliotecas puedan cumplir también en el mundo menor que N1 mayor que N1 mayor qu"
es_131,stand by,modo de espera,1.0,1.0,0.0,"Y para terminar, los italianos esperan que los OGM hagan que el menor que el 1 mayor que Vistec menor que por litro, 1 mayor que a la florentina no tenga peligro. Alguno, para poder consumir con toda ","Y para terminar, los italianos esperan que los OGM hagan que el menor que N1 mayor que filete menor que, N1 mayor que a la florentina no tenga peligro. Algu uno, para poder consumir con toda tranquili"
es_132,hooligan,fanáticos,0.9493670886075949,0.9493670886075949,0.0,"En lo que a la memoria tampón, menor que el 1 mayor que tampón menor que por litro, 1 mayor que. Se refiere, hubiera deseado que este informe estuviera más cerca de la directiva sobre comercio electró","en lo que a la memoria tampón, menor que N1 mayor que caching menor que, N1 mayor que. Se refiere, hubiera deseado que este informe estuviera más cerca de la directiva sobre comercio electrónico."
es_133,spamming,correo basura,0.9622641509433962,0.9516129032258065,0.01065124771758974,"Es casi como hacer un menor que él e uno mayor que streptis menor que por litro uno mayor que a oscuras perdón por la expresión, señor presidente.","Es casi como hacer un menor que N1 mayor que desnudo menor que N1 mayor que a oscuras perdón por la expresión, señor presidente."
es_134,spam,correos basura,1.0,1.0,0.0,"No envano el interlocutor que aquí nos ocupa constituye el cuarto grupo del menor que el 1 mayor que ranking menor que por litro 1 mayor que. Mundial en estos ámbitos y, además, tiene un potencial de ","No en vano el interlocutor que aquí nos ocupa constituye el cuarto grupo de la. Menor que N1 mayor que clasificación menor que, N1 mayor que mundial en estos ámbitos y. Además, tiene un potencial de c"
es_135,bloc noir,bloque negro,1.0,1.0,0.0,Es un pujil que está acostumbrado a dar golpes bajos ante la miranda indiferente del árbitro del. Menorque el 1 mayor que ring menor que por litro 1 mayor que y mientras los árbitros de los puntos dis,"Es un púgil que está acostumbrado a dar golpes bajos ante la miranda indiferente del árbitro del. Menor que N1 mayor que cuadrilátero menor que, N1 mayor que y mientras los árbitros de los puntos disc"
es_136,premier,primer ministro,0.9047619047619048,0.8837209302325582,0.021040974529346612,Pero también sé que estamos en una partida de menor que L1 mayor que Poker menor que por litro 1 mayor que yo soy un pésimo jugador de Poker.,Pero también sé que estamos en una partida de menor que N1 mayor que Poker menor que N1 mayor que y yo soy un pésimo jugador de Poker.
es_137,shock,conmoción,1.0,1.0,0.0,"No sé si sería posible. Como señala el diputado, aumentar esta apuesta creando. Además, un menor que L1 mayor que chatroom menor que por litro 1 mayor que.","No sé si sería posible, como señala el diputado, aumentar esta apuesta creando. Además, un menor que N1 mayor que canal de mensajería instantánea menor que N1 mayor que."
es_138,trust,grupo de empresas,1.0,1.0,0.0,"Sin embargo, esto no echa por tierra las exigencias que el parlamento puede formular claramente por medio del. llamado mecanismo menor que el 1 mayor que callback menor que por litro 1 mayor que.","Sin embargo, esto no echa por tierra las exigencias que el parlamento puede formular claramente por medio del. Llamado mecanismo de menor que N1 mayor que retrollamada menor que N1 mayor que."
es_139,bridge,ir demasiado lejos,1.0,1.0,0.0,"Para ello, el Tribunal de Cuentas debe pasar efectivamente a un menor que él e uno mayor que Namiglan Shaming menor que por litro uno mayor que consecuentes. Por tanto, poner públicamente en la picota","Para ello, el Tribunal de Cuentas debe pasar efectivamente a un menor que N1 mayor que nombrar y avergonzar menor que N1 mayor que consecuentes. Por tanto, poner públicamente en la picota a los Estado"
es_140,cowboy,vaqueros,0.9534883720930233,0.9302325581395349,0.023255813953488413,"Asunto, impuesto sobre las transacciones financieras menor que él e uno mayor que ver sus menor que por litro, uno mayor que artículo 56, el artículo 56 del tratado. C, G, establece que.","Asunto, impuestos sobre las transacciones financieras menor que N1 mayor que contra menor que, N1 mayor que artículo 56, el artículo 56 del tratado. Seje establece que..."
es_141,convoy,caravana,1.0,1.0,0.0,"En cambio, la utilización de un menor que el 1 mayor que microchip menor que por litro 1 mayor que el electrónico es más eficaz no solo en términos de identificación, sino que además es un método much","En cambio, la utilización de un menor que N1 mayor que microchip menor que N1 mayor que electrónico es más eficaz no solo en términos de identificación, sino que además es un método mucho más humano p"
es_142,majors,grandes estudios,0.9454545454545454,0.9464285714285714,-0.0009740259740259605,"Los jóvenes europeos siguen entrando aproximadamente a la misma edad en contacto con el alcohol. Como lo hacían antes, es decir, en la temprana edad de los menor que el 1 mayor que Tinayer menor que p","Los jóvenes europeos siguen entrando aproximadamente a la misma edad en contacto con el alcohol. Como lo hacían antes, es decir, en la temprana edad de los menor que N1 mayor que adolescentes menor qu"
es_143,on line,en línea,1.0,1.0,0.0,El etiquetado con observaciones de advertencia llegando incluso a realizarse la comparación. P. E. J. Una copa de menor que L1 mayor que Brandi menor que por litro 1 mayor que igual a 3 cañas de cerve,El etiquetado con observaciones de advertencia llegando incluso a realizarse la comparación. P. E. J. Una copa de menor que N1 mayor que Brandi menor que N1 mayor que igual a 3 cañas de cerveza. Así l
es_144,stress,estrés,1.0,1.0,0.0,"Espero que no nos esté hablando de crear una convención que sea una especie de menor que él e uno mayor que pod menor que por litro, uno mayor que sin. Cerveza.",Espero que no nos esté hablando de crear una convención que sea una especie de menor que ene uno mayor que bar menor que ene uno mayor que sin. Cerveza.
es_145,share fishermen,pescadores autónomos,0.9591836734693877,0.9387755102040817,0.020408163265306034,Los neumáticos que compré tienen una resistencia de rodadura considerablemente inferior a la media. Además de unos niveles de adherencia y menor que él e uno mayor que aqua planing menor que por litro,Los neumáticos que compré tienen una resistencia de rodadura considerablemente inferior a la media. Además de unos niveles de adherencia en menor que N1 mayor que hidroplaneo menor que N1 mayor que ba
es_146,check and balance,controles y equilibrios,0.9705882352941176,0.9565217391304348,0.014066496163682829,"Por esto, fui a verle para felicitarle por su elección, junto con el menor que él e uno mayor que chofer menor que por litro, uno mayor que Hugo Gustinetti. Pensionista, que me dijo, como pensionista,","Por esto, fui a verle para felicitarle por su elección, junto con el menor que N1 mayor que conductor menor que N1 mayor que Hugo Gustinetti. Pensionista, que me dijo, como pensionista, estoy muy a fa"
es_147,mail,correo electrónico,1.0,1.0,0.0,La incorporación de indicadores de que el menor que el 1 mayor que Erberg menor que por litro 1 mayor que del asiento del ocupante delantero está. Desactivado.,"La incorporación de indicadores de que el menor que N1 mayor que Erbar menor que, N1 mayor que del asiento del ocupante del antero está, desactivado."
es_148,capacity building,aumento de capacidad,1.0,1.0,0.0,"Sin embargo, he optado por votar en contra de los siguientes puntos. La propuesta de que el trabajador debe ser informado al menos con un día de anticipación. La propuesta de que el tiempo en que se e","Sin embargo, he optado por votar en contra de los siguientes puntos. La propuesta de que el trabajador debe ser informado al menos con un día de anticipación. La propuesta de que el tiempo en que se e"
es_149,blue box,caja azul,1.0,1.0,0.0,"Por esta razón, me he esforzado, en mi condición deponente. En elucidar con carácter previo e informal los puntos de vista del consejo y de la comisión en él. Marco del procedimiento menor que él e un","Por esta razón, me he esforzado, en mi condición deponente, en elucidar con carácter previo e informar los puntos de vista del consejo y de la comisión en él. Marco del procedimiento menor que N1 mayo"
es_150,kamikaze,suicida,1.0,1.0,0.0,"Este tipo de ayudas. Como ustedes saben, están condicionadas por ciertas exigencias de política económica y se proponen dentro de un. Programa de menor que L1 mayor que Standby menor que por litro 1 m","Este tipo de ayudas, como ustedes saben, están condicionadas por ciertas exigencias de política económica y se proponen dentro de un. Programa de menor que N1 mayor que modo de espera menor que, N1 ma"
